,geometry,species_count
3818,POINT (-85.52132103002188 10.504859380985863),17
3819,POINT (-85.52132103002188 10.514728780985862),17
3820,POINT (-85.52132103002188 10.524598180985862),17
3821,POINT (-85.52132103002188 10.534467580985861),17
3822,POINT (-85.52132103002188 10.544336980985861),17
3823,POINT (-85.52132103002188 10.55420638098586),17
3824,POINT (-85.52132103002188 10.56407578098586),17
3825,POINT (-85.52132103002188 10.57394518098586),17
3826,POINT (-85.52132103002188 10.583814580985859),17
3827,POINT (-85.52132103002188 10.593683980985858),17
3828,POINT (-85.52132103002188 10.603553380985858),17
3829,POINT (-85.52132103002188 10.613422780985857),17
3830,POINT (-85.52132103002188 10.623292180985857),17
3831,POINT (-85.52132103002188 10.633161580985856),17
3832,POINT (-85.52132103002188 10.643030980985856),17
3833,POINT (-85.52132103002188 10.652900380985855),17
3834,POINT (-85.52132103002188 10.662769780985855),17
3835,POINT (-85.52132103002188 10.672639180985854),17
3836,POINT (-85.52132103002188 10.682508580985854),17
3837,POINT (-85.52132103002188 10.692377980985853),17
3838,POINT (-85.52132103002188 10.702247380985852),17
3839,POINT (-85.52132103002188 10.712116780985852),17
3840,POINT (-85.52132103002188 10.721986180985851),17
3841,POINT (-85.52132103002188 10.731855580985851),17
3842,POINT (-85.52132103002188 10.74172498098585),17
3843,POINT (-85.52132103002188 10.75159438098585),17
3844,POINT (-85.52132103002188 10.76146378098585),17
3845,POINT (-85.52132103002188 10.771333180985849),17
3846,POINT (-85.52132103002188 10.781202580985848),17
3847,POINT (-85.52132103002188 10.791071980985848),18
3848,POINT (-85.52132103002188 10.800941380985847),18
3849,POINT (-85.52132103002188 10.810810780985847),19
3850,POINT (-85.52132103002188 10.820680180985846),19
3851,POINT (-85.52132103002188 10.830549580985846),19
3852,POINT (-85.52132103002188 10.840418980985845),19
3853,POINT (-85.52132103002188 10.850288380985845),19
3854,POINT (-85.52132103002188 10.860157780985844),19
3855,POINT (-85.52132103002188 10.870027180985844),19
3856,POINT (-85.52132103002188 10.879896580985843),19
3857,POINT (-85.52132103002188 10.889765980985842),19
3858,POINT (-85.52132103002188 10.899635380985842),19
3859,POINT (-85.52132103002188 10.909504780985841),19
3860,POINT (-85.52132103002188 10.919374180985841),19
3861,POINT (-85.52132103002188 10.92924358098584),20
3862,POINT (-85.52132103002188 10.93911298098584),20
3863,POINT (-85.52132103002188 10.94898238098584),20
3864,POINT (-85.52132103002188 10.958851780985839),21
3865,POINT (-85.52132103002188 10.968721180985838),21
3866,POINT (-85.52132103002188 10.978590580985838),21
3867,POINT (-85.52132103002188 10.988459980985837),20
3868,POINT (-85.52132103002188 10.998329380985837),19
3869,POINT (-85.52132103002188 11.008198780985836),19
3870,POINT (-85.52132103002188 11.018068180985836),19
3871,POINT (-85.52132103002188 11.027937580985835),19
3872,POINT (-85.52132103002188 11.037806980985835),18
3873,POINT (-85.52132103002188 11.047676380985834),18
3874,POINT (-85.52132103002188 11.057545780985834),18
3875,POINT (-85.52132103002188 11.067415180985833),18
3876,POINT (-85.52132103002188 11.077284580985832),18
3877,POINT (-85.52132103002188 11.087153980985832),18
3878,POINT (-85.52132103002188 11.097023380985831),18
3879,POINT (-85.52132103002188 11.10689278098583),18
3880,POINT (-85.52132103002188 11.11676218098583),18
3881,POINT (-85.52132103002188 11.12663158098583),17
3882,POINT (-85.52132103002188 11.13650098098583),16
3883,POINT (-85.52132103002188 11.146370380985829),16
3884,POINT (-85.52132103002188 11.156239780985828),16
3885,POINT (-85.52132103002188 11.166109180985828),16
3886,POINT (-85.52132103002188 11.175978580985827),16
3887,POINT (-85.52132103002188 11.185847980985827),16
3888,POINT (-85.52132103002188 11.195717380985826),17
3889,POINT (-85.51323633002188 9.892956580985896),17
3890,POINT (-85.51323633002188 9.902825980985895),17
3891,POINT (-85.51323633002188 9.912695380985895),17
3892,POINT (-85.51323633002188 9.922564780985894),17
3893,POINT (-85.51323633002188 9.932434180985894),17
3894,POINT (-85.51323633002188 9.942303580985893),17
3895,POINT (-85.51323633002188 9.952172980985893),17
3896,POINT (-85.51323633002188 9.962042380985892),17
3897,POINT (-85.51323633002188 9.971911780985891),17
3898,POINT (-85.51323633002188 9.981781180985891),17
3899,POINT (-85.51323633002188 9.99165058098589),17
3900,POINT (-85.51323633002188 10.00151998098589),17
3901,POINT (-85.51323633002188 10.01138938098589),17
3902,POINT (-85.51323633002188 10.021258780985889),17
3903,POINT (-85.51323633002188 10.031128180985888),17
3904,POINT (-85.51323633002188 10.040997580985888),17
3905,POINT (-85.51323633002188 10.050866980985887),17
3906,POINT (-85.51323633002188 10.060736380985887),17
3907,POINT (-85.51323633002188 10.070605780985886),17
3908,POINT (-85.51323633002188 10.080475180985886),17
3909,POINT (-85.51323633002188 10.090344580985885),17
3910,POINT (-85.51323633002188 10.100213980985885),17
3911,POINT (-85.51323633002188 10.110083380985884),17
3912,POINT (-85.51323633002188 10.119952780985884),17
3913,POINT (-85.51323633002188 10.129822180985883),17
3914,POINT (-85.51323633002188 10.139691580985883),17
3915,POINT (-85.51323633002188 10.149560980985882),17
3916,POINT (-85.51323633002188 10.159430380985881),17
3917,POINT (-85.51323633002188 10.169299780985881),17
3918,POINT (-85.51323633002188 10.17916918098588),17
3919,POINT (-85.51323633002188 10.18903858098588),17
3920,POINT (-85.51323633002188 10.19890798098588),17
3921,POINT (-85.51323633002188 10.208777380985879),17
3922,POINT (-85.51323633002188 10.218646780985878),17
3923,POINT (-85.51323633002188 10.228516180985878),17
3924,POINT (-85.51323633002188 10.238385580985877),17
3925,POINT (-85.51323633002188 10.248254980985877),17
3926,POINT (-85.51323633002188 10.258124380985876),17
3927,POINT (-85.51323633002188 10.267993780985876),17
3928,POINT (-85.51323633002188 10.277863180985875),17
3929,POINT (-85.51323633002188 10.287732580985875),17
3930,POINT (-85.51323633002188 10.297601980985874),17
3931,POINT (-85.51323633002188 10.307471380985874),17
3932,POINT (-85.51323633002188 10.317340780985873),17
3933,POINT (-85.51323633002188 10.327210180985873),17
3934,POINT (-85.51323633002188 10.337079580985872),17
3935,POINT (-85.51323633002188 10.346948980985871),17
3936,POINT (-85.51323633002188 10.356818380985871),17
3937,POINT (-85.51323633002188 10.36668778098587),17
3938,POINT (-85.51323633002188 10.37655718098587),17
3939,POINT (-85.51323633002188 10.38642658098587),17
3940,POINT (-85.51323633002188 10.396295980985869),17
3941,POINT (-85.51323633002188 10.406165380985868),17
3942,POINT (-85.51323633002188 10.416034780985868),17
3943,POINT (-85.51323633002188 10.425904180985867),17
3944,POINT (-85.51323633002188 10.435773580985867),17
3945,POINT (-85.51323633002188 10.445642980985866),17
3946,POINT (-85.51323633002188 10.455512380985866),17
3947,POINT (-85.51323633002188 10.465381780985865),17
3948,POINT (-85.51323633002188 10.475251180985865),17
3949,POINT (-85.51323633002188 10.485120580985864),17
3950,POINT (-85.51323633002188 10.494989980985864),17
3951,POINT (-85.51323633002188 10.504859380985863),17
3952,POINT (-85.51323633002188 10.514728780985862),17
3953,POINT (-85.51323633002188 10.524598180985862),17
3954,POINT (-85.51323633002188 10.534467580985861),17
3955,POINT (-85.51323633002188 10.544336980985861),17
3956,POINT (-85.51323633002188 10.55420638098586),17
3957,POINT (-85.51323633002188 10.56407578098586),17
3958,POINT (-85.51323633002188 10.57394518098586),17
3959,POINT (-85.51323633002188 10.583814580985859),17
3960,POINT (-85.51323633002188 10.593683980985858),17
3961,POINT (-85.51323633002188 10.603553380985858),17
3962,POINT (-85.51323633002188 10.613422780985857),17
3963,POINT (-85.51323633002188 10.623292180985857),17
3964,POINT (-85.51323633002188 10.633161580985856),17
3965,POINT (-85.51323633002188 10.643030980985856),17
3966,POINT (-85.51323633002188 10.652900380985855),17
3967,POINT (-85.51323633002188 10.662769780985855),17
3968,POINT (-85.51323633002188 10.672639180985854),17
3969,POINT (-85.51323633002188 10.682508580985854),17
3970,POINT (-85.51323633002188 10.692377980985853),17
3971,POINT (-85.51323633002188 10.702247380985852),17
3972,POINT (-85.51323633002188 10.712116780985852),17
3973,POINT (-85.51323633002188 10.721986180985851),17
3974,POINT (-85.51323633002188 10.731855580985851),17
3975,POINT (-85.51323633002188 10.74172498098585),17
3976,POINT (-85.51323633002188 10.75159438098585),17
3977,POINT (-85.51323633002188 10.76146378098585),17
3978,POINT (-85.51323633002188 10.771333180985849),17
3979,POINT (-85.51323633002188 10.781202580985848),17
3980,POINT (-85.51323633002188 10.791071980985848),18
3981,POINT (-85.51323633002188 10.800941380985847),19
3982,POINT (-85.51323633002188 10.810810780985847),19
3983,POINT (-85.51323633002188 10.820680180985846),19
3984,POINT (-85.51323633002188 10.830549580985846),19
3985,POINT (-85.51323633002188 10.840418980985845),19
3986,POINT (-85.51323633002188 10.850288380985845),19
3987,POINT (-85.51323633002188 10.860157780985844),19
3988,POINT (-85.51323633002188 10.870027180985844),19
3989,POINT (-85.51323633002188 10.879896580985843),18
3990,POINT (-85.51323633002188 10.889765980985842),19
3991,POINT (-85.51323633002188 10.899635380985842),19
3992,POINT (-85.51323633002188 10.909504780985841),20
3993,POINT (-85.51323633002188 10.919374180985841),20
3994,POINT (-85.51323633002188 10.92924358098584),22
3995,POINT (-85.51323633002188 10.93911298098584),21
3996,POINT (-85.51323633002188 10.94898238098584),22
3997,POINT (-85.51323633002188 10.958851780985839),22
3998,POINT (-85.51323633002188 10.968721180985838),22
3999,POINT (-85.51323633002188 10.978590580985838),22
4000,POINT (-85.51323633002188 10.988459980985837),23
4001,POINT (-85.51323633002188 10.998329380985837),22
4002,POINT (-85.51323633002188 11.008198780985836),20
4003,POINT (-85.51323633002188 11.018068180985836),19
4004,POINT (-85.51323633002188 11.027937580985835),20
4005,POINT (-85.51323633002188 11.037806980985835),18
4006,POINT (-85.51323633002188 11.047676380985834),18
4007,POINT (-85.51323633002188 11.057545780985834),18
4008,POINT (-85.51323633002188 11.067415180985833),18
4009,POINT (-85.51323633002188 11.077284580985832),18
4010,POINT (-85.51323633002188 11.087153980985832),18
4011,POINT (-85.51323633002188 11.097023380985831),18
4012,POINT (-85.51323633002188 11.10689278098583),17
4013,POINT (-85.51323633002188 11.11676218098583),17
4014,POINT (-85.51323633002188 11.12663158098583),17
4015,POINT (-85.51323633002188 11.13650098098583),16
4016,POINT (-85.51323633002188 11.146370380985829),16
4017,POINT (-85.51323633002188 11.156239780985828),16
4018,POINT (-85.51323633002188 11.166109180985828),16
4019,POINT (-85.51323633002188 11.175978580985827),17
4020,POINT (-85.51323633002188 11.185847980985827),17
4021,POINT (-85.51323633002188 11.195717380985826),17
4022,POINT (-85.50515163002189 9.892956580985896),17
4023,POINT (-85.50515163002189 9.902825980985895),17
4024,POINT (-85.50515163002189 9.912695380985895),17
4025,POINT (-85.50515163002189 9.922564780985894),17
4026,POINT (-85.50515163002189 9.932434180985894),17
4027,POINT (-85.50515163002189 9.942303580985893),17
4028,POINT (-85.50515163002189 9.952172980985893),17
4029,POINT (-85.50515163002189 9.962042380985892),17
4030,POINT (-85.50515163002189 9.971911780985891),17
4031,POINT (-85.50515163002189 9.981781180985891),17
4032,POINT (-85.50515163002189 9.99165058098589),17
4033,POINT (-85.50515163002189 10.00151998098589),17
4034,POINT (-85.50515163002189 10.01138938098589),17
4035,POINT (-85.50515163002189 10.021258780985889),17
4036,POINT (-85.50515163002189 10.031128180985888),17
4037,POINT (-85.50515163002189 10.040997580985888),17
4038,POINT (-85.50515163002189 10.050866980985887),17
4039,POINT (-85.50515163002189 10.060736380985887),17
4040,POINT (-85.50515163002189 10.070605780985886),17
4041,POINT (-85.50515163002189 10.080475180985886),17
4042,POINT (-85.50515163002189 10.090344580985885),17
4043,POINT (-85.50515163002189 10.100213980985885),17
4044,POINT (-85.50515163002189 10.110083380985884),17
4045,POINT (-85.50515163002189 10.119952780985884),17
4046,POINT (-85.50515163002189 10.129822180985883),17
4047,POINT (-85.50515163002189 10.139691580985883),17
4048,POINT (-85.50515163002189 10.149560980985882),17
4049,POINT (-85.50515163002189 10.159430380985881),17
4050,POINT (-85.50515163002189 10.169299780985881),17
4051,POINT (-85.50515163002189 10.17916918098588),17
4052,POINT (-85.50515163002189 10.18903858098588),17
4053,POINT (-85.50515163002189 10.19890798098588),17
4054,POINT (-85.50515163002189 10.208777380985879),17
4055,POINT (-85.50515163002189 10.218646780985878),17
4056,POINT (-85.50515163002189 10.228516180985878),17
4057,POINT (-85.50515163002189 10.238385580985877),17
4058,POINT (-85.50515163002189 10.248254980985877),17
4059,POINT (-85.50515163002189 10.258124380985876),17
4060,POINT (-85.50515163002189 10.267993780985876),17
4061,POINT (-85.50515163002189 10.277863180985875),17
4062,POINT (-85.50515163002189 10.287732580985875),17
4063,POINT (-85.50515163002189 10.297601980985874),17
4064,POINT (-85.50515163002189 10.307471380985874),17
4065,POINT (-85.50515163002189 10.317340780985873),17
4066,POINT (-85.50515163002189 10.327210180985873),17
4067,POINT (-85.50515163002189 10.337079580985872),17
4068,POINT (-85.50515163002189 10.346948980985871),17
4069,POINT (-85.50515163002189 10.356818380985871),17
4070,POINT (-85.50515163002189 10.36668778098587),17
4071,POINT (-85.50515163002189 10.37655718098587),17
4072,POINT (-85.50515163002189 10.38642658098587),17
4073,POINT (-85.50515163002189 10.396295980985869),17
4074,POINT (-85.50515163002189 10.406165380985868),17
4075,POINT (-85.50515163002189 10.416034780985868),17
4076,POINT (-85.50515163002189 10.425904180985867),17
4077,POINT (-85.50515163002189 10.435773580985867),17
4078,POINT (-85.50515163002189 10.445642980985866),17
4079,POINT (-85.50515163002189 10.455512380985866),17
4080,POINT (-85.50515163002189 10.465381780985865),17
4081,POINT (-85.50515163002189 10.475251180985865),17
4082,POINT (-85.50515163002189 10.485120580985864),17
4083,POINT (-85.50515163002189 10.494989980985864),17
4084,POINT (-85.50515163002189 10.504859380985863),17
4085,POINT (-85.50515163002189 10.514728780985862),17
4086,POINT (-85.50515163002189 10.524598180985862),17
4087,POINT (-85.50515163002189 10.534467580985861),17
4088,POINT (-85.50515163002189 10.544336980985861),17
4089,POINT (-85.50515163002189 10.55420638098586),17
4090,POINT (-85.50515163002189 10.56407578098586),17
4091,POINT (-85.50515163002189 10.57394518098586),17
4092,POINT (-85.50515163002189 10.583814580985859),17
4093,POINT (-85.50515163002189 10.593683980985858),17
4094,POINT (-85.50515163002189 10.603553380985858),17
4095,POINT (-85.50515163002189 10.613422780985857),17
4096,POINT (-85.50515163002189 10.623292180985857),17
4097,POINT (-85.50515163002189 10.633161580985856),17
4098,POINT (-85.50515163002189 10.643030980985856),17
4099,POINT (-85.50515163002189 10.652900380985855),17
4100,POINT (-85.50515163002189 10.662769780985855),17
4101,POINT (-85.50515163002189 10.672639180985854),17
4102,POINT (-85.50515163002189 10.682508580985854),17
4103,POINT (-85.50515163002189 10.692377980985853),17
4104,POINT (-85.50515163002189 10.702247380985852),17
4105,POINT (-85.50515163002189 10.712116780985852),17
4106,POINT (-85.50515163002189 10.721986180985851),17
4107,POINT (-85.50515163002189 10.731855580985851),17
4108,POINT (-85.50515163002189 10.74172498098585),17
4109,POINT (-85.50515163002189 10.75159438098585),17
4110,POINT (-85.50515163002189 10.76146378098585),17
4111,POINT (-85.50515163002189 10.771333180985849),17
4112,POINT (-85.50515163002189 10.781202580985848),17
4113,POINT (-85.50515163002189 10.791071980985848),19
4114,POINT (-85.50515163002189 10.800941380985847),19
4115,POINT (-85.50515163002189 10.810810780985847),19
4116,POINT (-85.50515163002189 10.820680180985846),19
4117,POINT (-85.50515163002189 10.830549580985846),19
